NOME_ORIGINAL,NOME_PADRONIZADO
CLUBE DE XADREZ EPISTOLAR BRASILEIRO,CLUBE DE XADREZ EPISTOLAR BRASILEIRO
CLUBE DESPORTIVO LIBERDADE,CLUBE DESPORTIVO LIBERDADE
CLUBE DESPORTIVO MUNICIPAL BENTO BICUDO,CLUBE DESPORTIVO MUNICIPAL BENTO BICUDO
CLUBE DESPORTIVO MUNICIPAL DE CIDADE LÍDER,CLUBE DESPORTIVO MUNICIPAL DE CIDADE LÍDER
CLUBE DESPORTIVO MUNICIPAL FLOR DA MOCIDADE DO BURGO PAULISTA,CLUBE DESPORTIVO MUNICIPAL FLOR DA MOCIDADE DO BURGO PAULISTA
CLUBE DESPORTIVO MUNICIPAL JORGE TIBIRIÇÁ,CLUBE DESPORTIVO MUNICIPAL JORGE TIBIRIÇÁ
CLUBE DESPORTIVO MUNICIPAL KALIL ALLE MAMEDE,CLUBE DESPORTIVO MUNICIPAL KALIL ALLE MAMEDE
CLUBE DESPORTIVO MUNICIPAL MAURO BEZERRA PINHEIRO,CLUBE DESPORTIVO MUNICIPAL MAURO BEZERRA PINHEIRO
CLUBE DESPORTIVO MUNICIPAL MODELÓDROMO DO IBIRAPUERA,CLUBE DESPORTIVO MUNICIPAL MODELÓDROMO DO IBIRAPUERA
CLUBE DESPORTIVO MUNICIPAL TIDE SETUBAL,CLUBE DESPORTIVO MUNICIPAL TIDE SETUBAL
CLUBE DESPORTIVO RECREATIVO SÃO JOSÉ,CLUBE DESPORTIVO RECREATIVO SÃO JOSÉ
CLUBE DO TIRO DO CENTRO MJN LTDA,CLUBE DO TIRO DO CENTRO MJN LTDA
CLUBE DOS EMPREGADOS DA PETROBRAS,CLUBE DOS EMPREGADOS DA PETROBRAS
CLUBE DOS FUNCIONÁRIOS DO SERPRO,CLUBE DOS FUNCIONÁRIOS DO SERPRO
CLUBE ESPERIA,CLUBE ESPERIA
CLUBE ESPERIA-GINASIO,CLUBE ESPERIA
CLUBE ESPERIA-GINÁSIO,CLUBE ESPERIA
CLUBE ESPORTIVO DA PENHA,CLUBE ESPORTIVO DA PENHA
CLUBE ESPORTIVO DE AUTOMOBILISMO DE CABREÚVA,CLUBE ESPORTIVO DE AUTOMOBILISMO DE CABREÚVA
CLUBE ESPORTIVO HELVETIA,CLUBE ESPORTIVO HELVETIA
CLUBE FISCAL DO BRASIL,CLUBE FISCAL DO BRASIL
CLUBE HIPICO DE SANTO AMARO,CLUBE HÍPICO DE SANTO AMARO
CLUBE HÍPICO DE SANTO AMARO,CLUBE HÍPICO DE SANTO AMARO
CLUBE N. PAULISTA,CLUBE N. PAULISTA
CLUBE NÁUTICO PAULISTA,CLUBE NÁUTICO PAULISTA
CLUBE PAINEIRAS DO MORUMBI-GINASIO,CLUBE PAINEIRAS DO MORUMBI-GINÁSIO
CLUBE PAINEIRAS DO MORUMBI-GINÁSIO,CLUBE PAINEIRAS DO MORUMBI-GINÁSIO
CLUBE PAINEIRAS DO MORUMBY,CLUBE PAINEIRAS DO MORUMBY
CLUBE PAULISTANO DE TIRO,CLUBE PAULISTANO DE TIRO
CLUBE PEQUENINOS DO JOCKEY,CLUBE PEQUENINOS DO JOCKEY
CLUBE PIRATININGA,CLUBE PIRATININGA DE TIRO
CLUBE PIRATININGA DE TIRO,CLUBE PIRATININGA DE TIRO
CLUBE PORTUGUÊS,CLUBE PORTUGUÊS
CLUBE TMNR COMÉRCIO E PROMOÇÕES DE EVENTOS ESPORTIVOS LTDA,CLUBE TMNR COMÉRCIO E PROMOÇÕES DE EVENTOS ESPORTIVOS LTDA
CLUBE TOZAN,CLUBE TOZAN
CLUBE VALE DOS CAMBARAS,CLUBE VALE DOS CAMBARAS
CMTC CLUBE,CMTC CLUBE
COMUNIDADE SÓ ALEGRIA,COMUNIDADE SÓ ALEGRIA
CONJUNTO PRÓ MORAR,CONJUNTO PRÓ MORAR
CONJUNTO SETUBAL,CONJUNTO SETUBAL
CONSTANCIO VAZ GUIMARAES-CD,CONSTANCIO VAZ GUIMARAES-CD
CONTINENTAL PARQUE CLUBE,CONTINENTAL PARQUE CLUBE
COOPERCOTIA ATLÉTICO CLUBE,COOPERCOTIA ATLÉTICO CLUBE
COPA 70,COPA 70
CORNELIO RODRIGUES DE ALMEIDA,CORNELIO RODRIGUES DE ALMEIDA
CORONEL JOSÉ GLADIADOR,CORONEL JOSÉ GLADIADOR
CORPORE CORREDORES PAULISTAS REUNIDOS,CORPORE CORREDORES PAULISTAS REUNIDOS
CURTIBALL,CURTIBALL
DANUBIO JD MATARAZZO,DANUBIO JD MATARAZZO
DÉCIO DA SILVA,DÉCIO DA SILVA
DELIO DE CARVALHO,DELIO DE CARVALHO
DEMOCRATA,DEMOCRATA
DEMOCRÁTICO DO YPIRANGA FUTEBOL CLUBE,DEMOCRÁTICO DO YPIRANGA FUTEBOL CLUBE
DEPEL110 ESTÁDIO BASE BALL MIE NISHI  -,DEPEL110 ESTÁDIO BASE BALL MIE NISHI -
DEPEL110 ESTÁDIO BASE BALL MIE NISHI -,DEPEL110 ESTÁDIO BASE BALL MIE NISHI -
DEPEL120 ESTÁDIO JACK MARIN,DEPEL120 ESTÁDIO JACK MARIN
DINAMO ESPORTE CLUBE,DINAMO ESPORTE CLUBE
DO SABÃO,DO SABÃO
DOM JOÃO NERY,DOM JOÃO NERY
DUED 101 CEE SALIM FARH MALUF,DUED 101 CEE SALIM FARH MALUF
DUED 101 CEE SALIM FARH MALUF (Clube Escola Mooca),DUED 101 CEE SALIM FARH MALUF (Clube Escola Mooca)
DUED 102 CEE MANÉ GARRINCHA,DUED 102 CEE MANÉ GARRINCHA
DUED 103 CEE JOERG BRUDER,DUED 103 CEE JOERG BRUDER
DUED 103 CEE JOERG BRUDER -Clube Escola Santo Amaro,DUED 103 CEE JOERG BRUDER -Clube Escola Santo Amaro
DUED 104 CEE THOMAZ MAZZONI,DUED 104 CEE THOMAZ MAZZONI
DUED 104 CEE THOMAZ MAZZONI (Clube Escola Vila Maria),DUED 104 CEE THOMAZ MAZZONI
DUED 105 CEE GERALDO JOSÉ DE ALMEIDA,DUED 105 CEE GERALDO JOSÉ DE ALMEIDA
DUED 105 CEE GERALDO JOSÉ DE ALMEIDA (Clube Escola Pirituba),DUED 105 CEE GERALDO JOSÉ DE ALMEIDA
DUED 106 CEE VICENTE ÍTALO FEOLA,DUED 106 CEE VICENTE ÍTALO FEOLA
DUED 106 CEE VICENTE ÍTALO FEOLA (Clube Escola Vila Machester),DUED 106 CEE VICENTE ÍTALO FEOLA
DUED 107 CEE ARTHUR FRIEDENREICH,DUED 107 CEE ARTHUR FRIEDENREICH
DUED 107 CEE ARTHUR FRIEDENREICH (Clube Escola Vila Alpina),DUED 107 CEE ARTHUR FRIEDENREICH
DUED 108 CEE EDSON ARANTES DO NASCIMENTO,DUED 108 CEE EDSON ARANTES DO NASCIMENTO
DUED 108 CEE EDSON ARANTES DO NASCIMENTO (Clube Escola Lapa),DUED 108 CEE EDSON ARANTES DO NASCIMENTO
DUED 109 CEE ALFREDO IGNÁCIO TRINDADE,DUED 109 CEE ALFREDO IGNÁCIO TRINDADE
DUED 109 CEE ALFREDO IGNÁCIO TRINDADE (Clube Escola Jardim SÒo Paulo),DUED 109 CEE ALFREDO IGNÁCIO TRINDADE
DUED 110 CEE RUMI DE RANIERI,DUED 110 CEE RUMI DE RANIERI
DUED 110 CEE RUMI DE RANIERI (Clube Escola Parque do Carmo),DUED 110 CEE RUMI DE RANIERI
DUED 111 CEE RIYUSO OGAWA,DUED 111 CEE RIYUSO OGAWA
DUED 111 CEE RIYUSO OGAWA (Clube Escola Vila Guarani),DUED 111 CEE RIYUSO OGAWA
DUED 112 CEE RAUL TABAJARA,DUED 112 CEE RAUL TABAJARA
DUED 113 CEE BRIGADEIRO EDUARDO GOMES,DUED 113 CEE BRIGADEIRO EDUARDO GOMES
DUED 113 CEE BRIGADEIRO EDUARDO GOMES (Clube Escola TatuapÚ),DUED 113 CEE BRIGADEIRO EDUARDO GOMES
DUED 114 CEE AURÉLIO DE CAMPOS,DUED 114 CEE AURÉLIO DE CAMPOS
DUED 114 CEE AURÉLIO DE CAMPOS (Clube Escola Freguesia do Ë),DUED 114 CEE AURÉLIO DE CAMPOS
DUED 114 CEE AURÉLO DE CAMPOS,DUED 114 CEE AURÉLO DE CAMPOS
DUED 115 CEE RUBENS PACCE LORDELLO,DUED 115 CEE RUBENS PACCE LORDELLO
DUED 116 CEE JOSÉ ERM?RIO DE MORAES (Clube Escola Curuþß),DUED 116 CEE JOSÉ ERMÍRIO DE MORAES
DUED 116 CEE JOSÉ ERMÍRIO DE MORAES,DUED 116 CEE JOSÉ ERMÍRIO DE MORAES
DUED 117 CEE SOLANGE NUNES BIBAS,DUED 117 CEE SOLANGE NUNES BIBAS
DUED 117 CEE SOLANGE NUNES BIBAS (Clube Escola Butantã),DUED 117 CEE SOLANGE NUNES BIBAS
DUED 117 CEE SOLANGE NUNES BIBAS (Clube Escola ButantÒ),DUED 117 CEE SOLANGE NUNES BIBAS
DUED 118 CEE GERDY GOMES,DUED 118 CEE GERDY GOMES
DUED 118 CEE GERDY GOMES (Clube Escola Guaianazes),DUED 118 CEE GERDY GOMES
DUED 119 CEE OSWALDO BRANDÃO,DUED 119 CEE OSWALDO BRANDÃO
DUED 120 CEE LUIZ MARTINEZ,DUED 120 CEE LUIZ MARTINEZ
DUED 120 CEE LUIZ MARTINEZ (Clube Escola Tiquatira),DUED 120 CEE LUIZ MARTINEZ
DUED 121 CEE FLAVIO CALABRESI CONTE,DUED 121 CEE FLAVIO CALABRESI CONTE
DUED 131 BALNEÁRIO CARLOS JOEL NELLI,DUED 131 BALNEÁRIO CARLOS JOEL NELLI
DUED 132 BALNEÁRIO JALISCO,DUED 132 BALNEÁRIO JALISCO
DUED 133 BALNEÁRIO PRINCESA ISABEL,DUED 133 BALNEÁRIO PRINCESA ISABEL
DUED 134 GINÁSIO DARCY REIS,DUED 134 GINÁSIO DARCY REIS
DUED 135 BALNEÁRIO GERALDO ALONSO,DUED 135 BALNEÁRIO GERALDO ALONSO
DUED 136 BALNEÁRIO MÁRIO DE MORAES,DUED 136 BALNEÁRIO MÁRIO DE MORAES
DUED 171 MINI BALNEÁRIO MINISTRO SINÉSIO ROCHA,DUED 171 MINI BALNEÁRIO MINISTRO SINÉSIO ROCHA
DUED 172 MINI BALNEÁRIO ABREU SODRÉ,DUED 172 MINI BALNEÁRIO ABREU SODRÉ
DUED 173 MINI BALNEÁRIO ALMIRANTE PEDRO DE FRONTIN,DUED 173 MINI BALNEÁRIO ALMIRANTE PEDRO DE FRONTIN
DUED 174 MINI BALNEÁRIO JOSÉ MARIA WHITAKER,DUED 174 MINI BALNEÁRIO JOSÉ MARIA WHITAKER
DUED 175 MINI BALNEÁRIO IRMÃOS PAOLLILO,DUED 175 MINI BALNEÁRIO IRMÃOS PAOLLILO
DUED 176 MINI BALNEÁRIO COMANDANTE GASTÃO MOUTINHO,DUED 176 MINI BALNEÁRIO COMANDANTE GASTÃO MOUTINHO
DUED 177 MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS,DUED 177 MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS
DUED 178 MINI BALNEÁRIO COMANDANTE GARCIA D?AVILA,DUED 178 MINI BALNEÁRIO COMANDANTE GARCIA D?AVILA
DUED 178 MINI BALNEÁRIO COMANDANTE GARCIA D´AVILA,DUED 178 MINI BALNEÁRIO COMANDANTE GARCIA D´AVILA
DUED 2 COTP CENTRO OL?MPICO DE TREINAMENTO E PESQUISA,DUED 2 COTP CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA
DUED 2 COTP CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA,DUED 2 COTP CENTRO OLÍMPICO DE TREINAMENTO E PESQUISA
DUQUE DE CAXIAS,DUQUE DE CAXIAS
E.SILVA.TRINDADE,E.SILVA.TRINDADE
EBANOS,EBANOS
ESPORTE CLUBE BANESPA,ESPORTE CLUBE BANESPA
ESPORTE CLUBE BANESPA-GINASIO,ESPORTE CLUBE BANESPA
ESPORTE CLUBE BANESPA-GINÁSIO,ESPORTE CLUBE BANESPA
ESPORTE CLUBE CORINTHIANS PTA-ESTÁDIO,ESPORTE CLUBE CORINTHIANS PTA-ESTÁDIO
ESPORTE CLUBE ORION,ESPORTE CLUBE ORION
ESPORTE CLUBE PINHEIROS,ESPORTE CLUBE PINHEIROS
ESPORTE CLUBE PINHEIROS-GINASIO,ESPORTE CLUBE PINHEIROS
ESPORTE CLUBE PINHEIROS-GINÁSIO,ESPORTE CLUBE PINHEIROS
ESPORTE CLUBE PROJETO TOKIO,ESPORTE CLUBE PROJETO TOKIO
ESPORTE CLUBE RECREATIVO LUSITANO,ESPORTE CLUBE RECREATIVO LUSITANO
ESPORTE CLUBE S?RIO-GINÁSIO,ESPORTE CLUBE SÍRIO-GINÁSIO
ESPORTE CLUBE SAMPAIO MOREIRA,ESPORTE CLUBE SAMPAIO MOREIRA
ESPORTE CLUBE SÍRIO,ESPORTE CLUBE SÍRIO-GINÁSIO
ESPORTE CLUBE SIRIO-GINASIO,ESPORTE CLUBE SÍRIO-GINÁSIO
ESPORTE CLUBE SÍRIO-GINÁSIO,ESPORTE CLUBE SÍRIO-GINÁSIO
ESPORTE CLUBE VIGOR,ESPORTE CLUBE VIGOR
ESPORTE CLUBE VILA MARIANA,ESPORTE CLUBE VILA MARIANA
ESPORTE NICO LTDA,ESPORTE NICO LTDA
ESTA´DIO MUNICIPAL PACAEMBÚ/ESTÁDIO MUNICIPAL PACAEMBU,ESTÁDIO MUNICIPAL PACAEMBÚ/ESTÁDIO MUNICIPAL PACAEMBU
"ESTÁDIO ALBERTO SAVOI
(LAUSANNE PAULISTA)","ESTÁDIO ALBERTO SAVOI
(LAUSANNE PAULISTA)"
"ESTÁDIO ALFREDO SCHÜRIG
(PARQUE SÃO JORGE)","ESTÁDIO ALFREDO SCHÜRIG
(PARQUE SÃO JORGE)"
"ESTÁDIO ARMANDO DE SALLES OLIVEIRA 
(ESTÁDIO CEPE/USP)","ESTÁDIO ARMANDO DE SALLES OLIVEIRA 
(ESTÁDIO CEPE/USP)"
"ESTÁDIO CÍCERO POMPEU DE TOLEDO
(MORUMBI - SÃO PAULO)","ESTÁDIO CÍCERO POMPEU DE TOLEDO
(MORUMBI - SÃO PAULO)"
ESTÁDIO CONDE RODOLFO CRESPI,ESTÁDIO CONDE RODOLFO CRESPI
"ESTÁDIO DR. OSWALDO TEIXEIRA DUARTE
(CANINDÉ - PORTUGUESA)","ESTÁDIO DR. OSWALDO TEIXEIRA DUARTE
(CANINDÉ - PORTUGUESA)"
ESTÁDIO MINUCIPAL ACLIMAÇÃO/ESTÁDIO MUNICIPAL JACK MARIM,ESTÁDIO MINUCIPAL ACLIMAÇÃO/ESTÁDIO MUNICIPAL JACK MARIM
ESTÁDIO MUNICIPAL BOM RETIRO/ESTÁDIO MUNICIPAL MIE NISH,ESTÁDIO MUNICIPAL BOM RETIRO/ESTÁDIO MUNICIPAL MIE NISH
ESTÁDIO MUNICIPAL DE BEISEBOL BOM RETIRO - ESTÁDIO MUNICIPAL MIE NISHI,ESTÁDIO MUNICIPAL DE BEISEBOL BOM RETIRO - ESTÁDIO MUNICIPAL MIE NISHI
ESTÁDIO MUNICIPAL JACK MARIN,ESTÁDIO MUNICIPAL JACK MARIN
ESTÁDIO MUNICIPAL PAULO MACHADO DE CARVALHO,ESTÁDIO MUNICIPAL PAULO MACHADO DE CARVALHO
ESTÁDIO MUNICIPAL PAULO MACHADO DE CARVALHO (ESTÁDIO DO PACAEMBU),ESTÁDIO MUNICIPAL PAULO MACHADO DE CARVALHO
"ESTÁDIO NICOLAU AYLON 
(NACIONAL ATLÉTICO CLUBE)","ESTÁDIO NICOLAU AYLON 
(NACIONAL ATLÉTICO CLUBE)"
ESTRELA DA SAUDE FUTEBOL CLUBE,ESTRELA DA SAUDE FUTEBOL CLUBE
ESTRELA DA SAÚDE FUTEBOL CLUBE,ESTRELA DA SAUDE FUTEBOL CLUBE
ESTRELA DO CAMPO GRANDE,ESTRELA DO CAMPO GRANDE
ESTRELA DO PARI,ESTRELA DO PARI
ESTRELA VL FORMOSA,ESTRELA VL FORMOSA
FARIA LIMA,FARIA LIMA
FERNANDO ROMERA VAL,FERNANDO ROMERA VAL
FERRADURA,FERRADURA
FLOR DA MOCIDADE B.P,FLOR DA MOCIDADE B.P
FLOR DE MAIO,FLOR DE MAIO
FOGÃO DE VL BELA,FOGÃO DE VL BELA
FRANCISCO PRESTES MAIA,FRANCISCO PRESTES MAIA
FUNDAÇÃO ITAÚ UNIBANCO CLUBE,FUNDAÇÃO ITAÚ UNIBANCO CLUBE
G. INTERLAGOS DE HOQUEI-SOBRE GRAMA,G. INTERLAGOS DE HOQUEI-SOBRE GRAMA
G. R. CASAS PERNAMBUCANAS,G. R. CASAS PERNAMBUCANAS
GATEBAL CANCHA DE GATEBALL JARDIM S?O VICENTE,GATEBAL CANCHA DE GATEBALL JARDIM SÃO VICENTE
GATEBAL CANCHA DE GATEBALL JARDIM SÃO VICENTE,GATEBAL CANCHA DE GATEBALL JARDIM SÃO VICENTE
GIGANTÃO DO ICARAÍ,GIGANTÃO DO ICARAÍ
GINÁSIO ESPORTIVO DARCY REIS,GINÁSIO ESPORTIVO DARCY REIS
GREGORIO PEREIRA FALCONERES DE VILA CURUÇA,GREGORIO PEREIRA FALCONERES DE VILA CURUÇA
GRÊMIO DESPORTIVO ÁGUIA DE HAIA,GRÊMIO DESPORTIVO ÁGUIA DE HAIA
GRÊMIO DESPORTIVO CANTO DO RIO DO ITAIM,GRÊMIO DESPORTIVO CANTO DO RIO DO ITAIM
GRÊMIO DESPORTIVO E RECREATIVO 7 DE SETEMBRO,GRÊMIO DESPORTIVO E RECREATIVO 7 DE SETEMBRO
GRÊMIO ESPORTIVO CAMPO GRANDE,GRÊMIO ESPORTIVO CAMPO GRANDE
GREMIO ESPORTIVO E RECREAÇÃO GAZETA,GREMIO ESPORTIVO E RECREAÇÃO GAZETA
GRÊMIO RECREATIVO CASAS PERNAMBUCANAS,GRÊMIO RECREATIVO CASAS PERNAMBUCANAS
GRÊMIO RECREATIVO E ESPORTIVO DOS FUNCIONÁRIOS DA WHIRPOOL,GRÊMIO RECREATIVO E ESPORTIVO DOS FUNCIONÁRIOS DA WHIRPOOL
GRÊMIO RECREATIVO FILSAN,GRÊMIO RECREATIVO FILSAN
GRÊMIO RECREATIVO OETKER,GRÊMIO RECREATIVO OETKER
GRÊMIO RECREATIVO SOCIAL E CULTURAL HOLD'EM,GRÊMIO RECREATIVO SOCIAL E CULTURAL HOLD'EM
GUARANI DE SÃO MATHEUS,GUARANI DE SÃO MATHEUS
GUARAPIRANGA GOLF COUNTRY CLUB,GUARAPIRANGA GOLFE & COUNTRY CLUBE
GUARAPIRANGA GOLFE & COUNTRY CLUBE,GUARAPIRANGA GOLFE & COUNTRY CLUBE
H. T. ASSESSORIA ESPORTIVA LTDA,H. T. ASSESSORIA ESPORTIVA LTDA
IATE CLUBE DE SANTOS,IATE CLUBE DE SANTOS
IBIRAPUERA,IBIRAPUERA
IBRACHINA ARENA,IBRACHINA ARENA
INTERLAGOS MOTOR CLUBE,INTERLAGOS MOTOR CLUBE
IPASURE,IPASURE
IPE CLUBE,IPÊ CLUBE
IPÊ CLUBE,IPÊ CLUBE
ISIDORO MATEUS,ISIDORO MATEUS
ISRAEL SARAIVA DE ALENCAR,ISRAEL SARAIVA DE ALENCAR
ITAQUERA,ITAQUERA
IZALTINO SILVA,IZALTINO SILVA
JACENA,JACENA
JAGUARÉ,JAGUARÉ
JAGUARIÚNA FUTEBOL CLUBE LTDA,JAGUARIÚNA FUTEBOL CLUBE LTDA
JAIME ZACARIAS,JAIME ZACARIAS
JARAGUA CLUBE CAMPESTRE,JARAGUÁ CLUBE CAMPESTRE
JARAGUÁ CLUBE CAMPESTRE,JARAGUÁ CLUBE CAMPESTRE
JARDIM MANACÁ,JARDIM MANACÁ
JARDIM MARIA ESTELA,JARDIM MARIA ESTELA
JARDIM MIRIAM,JARDIM MIRIAM
JARDIM NOÊMIA,JARDIM NOÊMIA
JARDIM PATENTE,JARDIM PATENTE
JARDIM REGINA,JARDIM REGINA
JARDIM SANTA ADÉLIA,JARDIM SANTA ADÉLIA
JARDIM SÃO CARLOS DE SÃO MIGUEL PAULISTA,JARDIM SÃO CARLOS DE SÃO MIGUEL PAULISTA
JARDIM SÃO VICENTE,JARDIM SÃO VICENTE
JARDIM SECKLER,JARDIM SECKLER
JARDIM TEXTIL (OBRAS DO METRO),JARDIM TEXTIL (OBRAS DO METRO)
JAÚ ATLÉTICO CLUB DA PENHA,JAÚ ATLÉTICO CLUB DA PENHA
JD CACHOEIRA,JD CACHOEIRA
JD CASTRO ALVES,JD CASTRO ALVES
JD DAS OLIVEIRAS,JD DAS OLIVEIRAS
JD ELIANA,JD ELIANA
JD HELENA,JD HELENA
JD HERPLIN,JD HERPLIN
JD ITALIA,JD ITALIA
JD MALIA,JD MALIA
JD MARINGA,JD MARINGA
JD MARTINICA,JD MARTINICA
JD MIRNA,JD MIRNA
JD PLANALTO,JD PLANALTO
JD REGIS,JD REGIS
JD ROSANA,JD ROSANA
JD SÃO CARLOS S.M. PAULISTA,JD SÃO CARLOS S.M. PAULISTA
JD SÃO RAFAEL,JD SÃO RAFAEL
JD SUZANA,JD SUZANA
JD UNIVERSITARIO,JD UNIVERSITARIO
JD. COIMBRA,JD. COIMBRA
JD. GUARAU,JD. GUARAU
JD. JAU,JD. JAU
JD. MANGALOT,JD. MANGALOT
JD. PENHA,JD. PENHA
JD. SÃO JOSÉ,JD. SÃO JOSÉ
JD. ST. ANTONIO,JD. ST. ANTONIO
JD. VERA CRUZ,JD. VERA CRUZ
JOÃO CALVACANTE LEAL,JOÃO CALVACANTE LEAL
JOAO PAULO II-CD,JOÃO PAULO II-CD
JOÃO PAULO II-CD,JOÃO PAULO II-CD
JOÃO XIII,JOÃO XIII
JOCKEY CLUB DE SÃO PAULO,JOCKEY CLUB DE SÃO PAULO
JOELMA,JOELMA
JORGE TIBIRIÇÁ,JORGE TIBIRIÇÁ
JOSÉ  MOREIRA,JOSÉ  MOREIRA
JOSÉ ALEXANDRE DE FARIA,JOSÉ ALEXANDRE DE FARIA
JOSÉ AMANCIO FERNANDES,JOSÉ AMANCIO FERNANDES
JULIO BOTELHO,JULIO BOTELHO
KALIL ALLE MAMEDE,KALIL ALLE MAMEDE
KENEL CLUBE SAO PAULO,KENEL CLUBE SAO PAULO
LA VAI BOLA,LA VAI BOLA
LAURO MEGALE,LAURO MEGALE
LAUSANNE PAULISTA FUTEBOL CLUBE,LAUZANE PAULISTA FUTEBOL CLUBE
LAUZANE PAULISTA FUTEBOL CLUBE,LAUZANE PAULISTA FUTEBOL CLUBE
LAZARO CORREIA,LAZARO CORREIA
LE?O DO NORTE FUTEBOL CLUBE,LEÃO DO NORTE FUTEBOL CLUBE
LEAO DO NORTE FUTEBOL CLUBE,LEÃO DO NORTE FUTEBOL CLUBE
LEÃO DO NORTE FUTEBOL CLUBE,LEÃO DO NORTE FUTEBOL CLUBE
LESTINHO FUTEBOL CLUBE,LESTINHO FUTEBOL CLUBE
LIBANO,LIBANO
LIDERANÇA,LIDERANÇA
LOURENÇO CABREIRA,LOURENÇO CABREIRA
MALHA CANCHA DE MALHA UNIDOS DE VILA MANCHESTER,MALHA CANCHA DE MALHA UNIDOS DE VILA MANCHESTER
MALHA CLUBE DE MALHA CORREIA DE LEMOS,MALHA CLUBE DE MALHA CORREIA DE LEMOS
MALHA CLUBE DE MALHA E BOCHA APOSENTADOS DE S?O MIGUEL,MALHA CLUBE DE MALHA E BOCHA APOSENTADOS DE SÃO MIGUEL
MALHA CLUBE DE MALHA E BOCHA APOSENTADOS DE SÃO MIGUEL,MALHA CLUBE DE MALHA E BOCHA APOSENTADOS DE SÃO MIGUEL
MALHA CLUBE DE MALHA E BOCHA TRI?NGULO(VILA DEODORO),MALHA CLUBE DE MALHA E BOCHA TRIÂNGULO(VILA DEODORO)
MALHA CLUBE DE MALHA E BOCHA TRIÂNGULO(VILA DEODORO),MALHA CLUBE DE MALHA E BOCHA TRIÂNGULO(VILA DEODORO)
MALHA CLUBE DE MALHA NOVE DE JULHO,MALHA CLUBE DE MALHA NOVE DE JULHO
MALHA CLUBE DE MALHA SUMAR?,MALHA CLUBE DE MALHA SUMARÉ
MALHA CLUBE DE MALHA SUMARÉ,MALHA CLUBE DE MALHA SUMARÉ
MALHA CM DA CH?CARA NOSSA SENHORA APARECIDA,MALHA CM DA CHÁCARA NOSSA SENHORA APARECIDA
MALHA CM DA CHACARA NOSSA SENHORA APARECIDA,MALHA CM DA CHÁCARA NOSSA SENHORA APARECIDA
MALHA CM DA CHÁCARA NOSSA SENHORA APARECIDA,MALHA CM DA CHÁCARA NOSSA SENHORA APARECIDA
MALHA CM DO JARDIM PERI,MALHA CM DO JARDIM PERI
MALHA SOCIEDADE AMIGOS VILA ARRIETE,MALHA SOCIEDADE AMIGOS VILA ARRIETE
MAR PAULISTA E REPRESA NOVA,MAR PAULISTA E REPRESA NOVA
MARAZZI COMPETIÇÕES S/C LTDA,MARAZZI COMPETIÇÕES S/C LTDA
MARCILIO ALVES DO PRADO,MARCILIO ALVES DO PRADO
MARGARIDA BRITO,MARGARIDA BRITO
MARIA CAETANO,MARIA CAETANO
MARIA FELIZARDA DA SILVA,MARIA FELIZARDA DA SILVA
MAURO BEZERRA DE MENEZES,MAURO BEZERRA DE MENEZES
MIN BALNEÁRIO IRMÃOS PAOLLILO,MIN BALNEÁRIO IRMÃOS PAOLLILO
MINI BALNEÁRIO ALMIRANTE PEDRO DE FRONTIN,MINI BALNEÁRIO ALMIRANTE PEDRO DE FRONTIN
MINI BALNEÁRIO COMANDANTE GARCIA DAVILA,MINI BALNEÁRIO COMANDANTE GARCIA DAVILA
MINI BALNEÁRIO COMANDANTE GASTÃO MOUTINHO,MINI BALNEÁRIO COMANDANTE GASTÃO MOUTINHO
MINI BALNEÁRIO JOSÉ MARIA WHITAKER,MINI BALNEÁRIO JOSÉ MARIA WHITAKER
MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS,MINI BALNEÁRIO MARECHAL ESPIRIDIÃO ROSAS
MINI BALNEÁRIO MINISTRO SINÉSIO ROCHA,MINI BALNEÁRIO MINISTRO SINÉSIO ROCHA
MINI CAMPO BEM BOLADO - COHAB  ADVENTISTA,MINI CAMPO BEM BOLADO - COHAB ADVENTISTA
MINI CAMPO BEM BOLADO - COHAB ADVENTISTA,MINI CAMPO BEM BOLADO - COHAB ADVENTISTA
MINI CAMPO CENTRO COMUNIT?RIO JARDIM MIRIAM,MINI CAMPO CENTRO COMUNITÁRIO JARDIM MIRIAM
MINI CAMPO CENTRO COMUNITÁRIO JARDIM MIRIAM,MINI CAMPO CENTRO COMUNITÁRIO JARDIM MIRIAM
MINI CAMPO CENTRO DE TREINAMENTO PINHEIR?O OU C.C.JD. M¬ BORBA,MINI CAMPO CENTRO DE TREINAMENTO PINHEIRÃO OU C.C.JD. Mª BORBA
MINI CAMPO CENTRO DE TREINAMENTO PINHEIRÃO OU C.C.JD. Mª BORBA,MINI CAMPO CENTRO DE TREINAMENTO PINHEIRÃO OU C.C.JD. Mª BORBA
MINI CAMPO CONJUNTO ANA ROSA,MINI CAMPO CONJUNTO ANA ROSA
MINI CAMPO DE FUTEBOL - CONFIANÃA,MINI CAMPO DE FUTEBOL - CONFIANÇA
MINI CAMPO DE FUTEBOL - CONFIANÇA,MINI CAMPO DE FUTEBOL - CONFIANÇA
